Q54FV9	Q54FV9
A0A0D4NX34	E7KAL7
A0A0D4NX34	A0A0D4R6H3
A0A0D4NX34	A0A0D4PD10
A0A0D4NX34	A0A0D4L696
A0A0D4NX34	A0A0D4PJ26
Q0E6G4	Q0E6G4
Q0E6G4	A0A0Q0UDY0
Q28133	Q28133
A0A0H3BI45	A0A0H3BI45
K1WCZ2	K1WCZ2
P69540	P69540
P69540	Q9T0Q9
Q22422	Q22422
P05516	P05516
L8GW48	L8GW48
F7FZK4	F7FZK4
M3XR00	M3XR00
M3XR00	H2QLB7
M3XR00	F7I5B7
M3XR00	D3Z922
M3XR00	I3L9U3
A0A136NVM8	A0A136NVM8
B5ED99	B5ED99
B5ED99	A0A0B5BGI6
B5ED99	A0A0C1QKS0
B5ED99	Q74FU2
Q5XEZ8	Q5XEZ8
Q5XEZ8	V4KMP8
Q5XEZ8	A0A151U137
G7LAK4	G7LAK4
G7LAK4	A0A0L9TG00
G7LAK4	K7LCM4
G7LAK4	K4B7T2
G7LAK4	M1BWN0
G7LAK4	D7MEV2
G7LAK4	M4DAK8
O41277	O41277
D7KHN1	D7KHN1
D7KHN1	V7BCK8
D7KHN1	B9IHZ9
D7KHN1	A0A067JKW2
D7KHN1	A0A0E0CH74
D7KHN1	A0A067EZQ6
D7KHN1	A0A0V0I8Y9
D7KHN1	A0A022RHS2
D7KHN1	A0A0D2QAU0
A0A0A1E138	A0A0A1E138
A0A0A1E138	E0WM34
A0A0A1E138	P0CA20
A0A0D3E990	A0A0D3E990
A0A0D3E990	D7LZJ4
A0A0D3E990	Q4TU16
A0A0D3E990	A0A078GW12
F1DFH7	F1DFH7
L7CLH9	L7CLH9
L7CLH9	M5SJZ1
S4RQ32	S4RQ32
S4RQ32	Q4RWH8
S4RQ32	G3P4E6
H9UCB5	H9UCB5
H9UCB5	D2C7D7
H9UCB5	A0A0A6QMT2
O96720	O96720
O96720	A0A0B2UH67
P0C9Y9	P0C9Y9
B8D6R2	B8D6R2
A0A089QTB1	A0A089QTB1
A0A097ZQ82	A0A097ZQ82
B1Y979	B1Y979
B1Y979	A1RST1
M2CB05	M2CB05
Q75JP4	Q75JP4
Q75JP4	F0ZNP4
A0A089PCN4	A0A089PCN4
A0A0U1Q4X3	A0A0U1Q4X3
A0A0U1Q4X3	A0A0M7MA98
A0A0U1Q4X3	K0MD92
A0A0U1Q4X3	A0A0Q8WZJ9
A0A0U1Q4X3	A0A0Q8BNX9
A0A0U1Q4X3	F4GU34
A0A0D3MCT1	A0A0D3MCT1
A0A0D3MCT1	A0A0M3WG71
A0A0D3MCT1	Q1EFD0
A0A0D3MCT1	Q1EFC4
A0A0D3MCT1	Q5FZN4
A0A0D4AR75	A0A0D4AR75
A0A089XIY6	A0A089XIY6
A0A0L8PJZ6	A0A0L8PJZ6
A0A0L8PJZ6	L8EV71
A0A0L8PJZ6	A0PV26
A0A0L8PJZ6	B2HJ20
Y5PGV5	Y5PGV5
Q52650	Q52650
P81865	P81865
A0A0F6XT58	A0A0F6XT58
A0A0F6XT58	L7UFD3
A0A0F6XT58	A0A0D6QJ32
A0A153JBL0	A0A153JBL0
A0A153JBL0	Q2A1P9
A0A153JBL0	B0TX36
A0A153JBL0	F4BHG8
A0A0Q2XN71	A0A0Q2XN71
H2VTW1	H2VTW1
H2VTW1	A0A097F189
H2VTW1	I6NEP2
A0A0G9KEE6	A0A0G9KEE6
A0A0G9KEE6	S5PC66
A0A0G9KEE6	A0A0G9KX40
A0A103F3I5	A0A103F3I5
A0A103F3I5	A0A096YJB6
A0A103F3I5	A0A0G7ZPA0
A0A103F3I5	B1G1W0
A0A103F3I5	A0A0L0MIQ8
A0A076LIU1	A0A076LIU1
A0A076LIU1	F8AKE9
A0A076LIU1	Q8U3M6
A0A076LIU1	W8P3K3
A0A076LIU1	I3ZTF9
A0A076LIU1	A0A150IKB2
A0A076LIU1	A0A150IQX2
A0A153V683	A0A153V683
A0A153V683	A0A0K2G4Z6
A0A153V683	A0A0L8DMN0
A0A153V683	A0A142BU79
A0A153V683	A0A094U1H2
A0A153V683	A0A0V9GX24
A0A0D3C667	A0A0D3C667
A0A0D3C667	A0A078GDE7
A0A0D3C667	M4CKR8
Q947C4	Q947C4
Q947C4	J7F9F8
Q947C4	M4HY12
Q947C4	F2XFB2
C4FJL3	C4FJL3
A0A0R0IC94	A0A0R0IC94
G0N9T0	G0N9T0
A0A0D1JCJ6	A0A0D1JCJ6
A0A0D1JCJ6	I0FB42
M8B5Z2	M8B5Z2
M8B5Z2	B2CZQ4
M8B5Z2	B2CZQ2
M8B5Z2	A0A0D3HEY3
M8B5Z2	Q0MVR3
G9N6B8	G9N6B8
A0A0U3HJL7	A0A0U3HJL7
A0A0U3HJL7	M1I5H7
Q19366	Q19366
Q7MWR7	Q7MWR7
A4SFJ8	A4SFJ8
B4LZ54	B4LZ54
B4LZ54	B4KBJ0
A0A091DYH5	A0A091DYH5
A0A091DYH5	M3WJD0
M1YVJ6	M1YVJ6
A0A0D8MP28	A0A0D8MP28
A0A0D8MP28	F2PCQ3
G4KLU5	G4KLU5
G4KLU5	B0BVN5
G4KLU5	A0A0F3MT35
G4KLU5	Q7PA85
G4KLU5	A0A0S2C7Z1
A4WL94	A4WL94
Q8ZVU9	Q8ZVU9
Q8ZVU9	A1RT54
Q8ZVU9	F2L2K0
Q8ZVU9	Q597B2
Q8ZVU9	B1Y919
C1LWY1	C1LWY1
C1LWY1	C1LBZ2
A0A0F3RA53	A0A0F3RA53
A0A0F3RA53	A0A0F3QBI9
A0A0F3RA53	D5AXP4
A0A0F3RA53	C3PP88
A0A0F3RA53	A0A067ACU6
A0A0Q5UJ07	A0A0Q5UJ07
A0A0Q5UJ07	Q2M0K8
A0A0Q5UJ07	B4QRQ6
A0A0Q5UJ07	W4VRM2
H0X178	H0X178
H0X178	Q96LR7
H0X178	Q1JPL0
H0X178	D3Z430
F2CYB7	F2CYB7
F2CYB7	A2XZ05
F2CYB7	A0A0E0DK73
A0A078JAX2	A0A078JAX2
A0A0K0Y1T9	A0A0K0Y1T9
U7NY02	U7NY02
U7NY02	H1G5C8
U7NY02	A0A0J6KBZ1
A0A096QFU4	A0A096QFU4
A0A096QFU4	B6SPE7
A0A096QFU4	A0A0E0IMF3
A0A147AH79	A0A147AH79
A0A147AH79	A0A0S7I8I8
A0A147AH79	A0A146Y1P6
A0A147AH79	H2S9F4
A0A147AH79	U6DNV8
A0A147AH79	H9FQ35
A0A147AH79	A0A096MCL4
A0A147AH79	G9KK42
G3HEF1	G3HEF1
A0A0G2JWN5	A0A0G2JWN5
A0A0G2JWN5	A0A0E3X3T4
A0A0G2JWN5	F5BFG9
A0A0G2JWN5	I3QI44
A0A125WEW1	A0A125WEW1
A0A125WEW1	R0VZ66
A0A125WEW1	A0A0E0TSI5
A0A125WEW1	Q7DDR2
A0A125WEW1	A0A0H5QUR3
K5XUX5	K5XUX5
A0A0C7N169	A0A0C7N169
P85232	P85232
P0C9D0	P0C9D0
P0C9D0	E0WM73
F6ZXM6	F6ZXM6
F6ZXM6	F6ZQU2
F6ZXM6	L9JDX1
F6ZXM6	S9WFL8
F6ZXM6	G7P3L0
F6ZXM6	G1KPJ6
A0A060HCI8	A0A060HCI8
Q66035	Q66035
Q66035	Q0Q8S8
B3A069	B3A069
A0A0D3B476	A0A0D3B476
A0A0D3B476	A0A0D3C328
A0A0A3DFZ4	A0A0A3DFZ4
A0A0A3DFZ4	A0A0A3BU32
A0A0A3DFZ4	A0A0A6JKM1
Q319I3	Q319I3
I6LL57	I6LL57
I6LL57	B4ZF24
I6LL57	Q6W8W5
I6LL57	D7RV75
R4HL83	R4HL83
R4HL83	Q9QS60
R4HL83	B6V9W4
R4HL83	R4UBI1
R4HL83	Q6XHC0
R4HL83	R4HKW5
A0A0V8M2U1	A0A0V8M2U1
A0A0V8M2U1	A0A142VAP9
Q4VW77	Q4VW77
Q4VW77	Q6X258
A0A0D0VMC6	A0A0D0VMC6
A0A0D0VMC6	P0CN37
A0A0D0VMC6	A0A0D0XR25
A0A0A7RZM9	A0A0A7RZM9
A0A0A7RZM9	I7J3U8
A0A0A7RZM9	J9QM85
B4DN35	B4DN35
B9TQX1	B9TQX1
B9TQX1	W5NFE4
B9TQX1	G3RE54
B9TQX1	B9TQX4
B9TQX1	G1SL37
B9TQX1	H0VAF7
B9TQX1	G1M4I9
Q9NDG8	Q9NDG8
B6R476	B6R476
P39659	P39659
P39659	P41519
P39659	P68009
Q86IX2	Q86IX2
F7CHM4	F7CHM4
F7CHM4	G1TSD3
A0A0A0RDZ8	A0A0A0RDZ8
A0A0A0RDZ8	B5A434
A0A0A0RDZ8	A0A088CN89
A0A0A0RDZ8	A0A0A0RCB5
Q6NVV9	Q6NVV9
Q6NVV9	G7PD82
B7GNH2	B7GNH2
B7GNH2	W5WIH1
B7GNH2	A0A127RGC5
B7GNH2	R4UD67
B7GNH2	A0A142SU13
B7GNH2	X8E3I1
B7GNH2	A0A0H3LCS0
B7GNH2	P9WI57
B7GNH2	A0A0N1CME5
B7GNH2	A0A0Q9KUE4
B7GNH2	A0A0H1A5K7
B7GNH2	A0A0J7AN33
B7GNH2	A0A0M9CSM0
B7GNH2	A0A101LJU4
B7GNH2	A0A0Q5HU34
A0A060WZK4	A0A060WZK4
A0A060WZK4	M4A1P9
A0A010PJ74	A0A010PJ74
A0A100ID74	A0A100ID74
A0A100ID74	Q5B4J6
A0A100ID74	A0A0F8UZC1
A0A100ID74	A0A0F8WMV8
A0A100ID74	A1CF47
A0A0S0DIJ1	A0A0S0DIJ1
A0A0S0DIJ1	A0A0C7T9H8
A0A0D2HUI4	A0A0D2HUI4
A0A0D2HUI4	A0A0B5FTN6
Q7WUL4	Q7WUL4
Q7WUL4	A0A0T0MMX7
Q7WUL4	A0A0J6DDK1
N8N836	N8N836
N8N836	D0RHI7
N8N836	A0FJ60
N8N836	I9NE57
N8N836	Q2K342
G1T8M4	G1T8M4
Q9BE52	Q9BE52
A0A098L6W1	A0A098L6W1
P07531	P07531
A0A091VTJ2	A0A091VTJ2
A0A091VTJ2	A0A093E2U7
A0A091VTJ2	A0A091FVQ4
A0A091VTJ2	A0A091IZT2
A0A091VTJ2	A0A087QLF8
A0A091VTJ2	A0A091LZV1
A0A146ZZV9	A0A146ZZV9
A0A146ZZV9	Q9H5I5
A0A146ZZV9	G1RC23
A0A146ZZV9	J9P5E4
A0A146ZZV9	W5M2S6
A0A146ZZV9	W5NTW5
A0A146ZZV9	W5NTW2
A0A146P8A4	A0A146P8A4
A0A146P8A4	Q0QEL3
A0A146P8A4	Q0QEL9
A0A146P8A4	I3LBB3
A0A0P0LE87	A0A0P0LE87
U5TDU8	U5TDU8
U5TDU8	Q1M242
U5TDU8	G0XTM0
A0A090MYB1	A0A090MYB1
A0A090MYB1	A0A0K0DVY3
O10687	O10687
O10687	Q9YNF5
O10687	O09495
X0SQB2	X0SQB2
X0SQB2	A0A094XI74
A8G7L0	A8G7L0
A8G7L0	A0A0A2AJT4
C9RDJ1	C9RDJ1
E1BKK8	E1BKK8
T2GIL4	T2GIL4
A1BI20	A1BI20
R0GHD6	R0GHD6
F5HGI9	F5HGI9
F5HGI9	V9PUF2
F5HGI9	A0A0G2U5N1
F5HGI9	A0A140D1Q8
U7QM37	U7QM37
U7QM37	B5W261
O23759	O23759
Q7VWY7	Q7VWY7
Q7VWY7	A0A0E8DD22
Q7VWY7	R9V701
Q7VWY7	A0A0P9MHJ9
Q7VWY7	A0A0W8H5M3
Q7VWY7	F3K2I7
Q7VWY7	A0A0P9WGH5
Q7VWY7	B1N229
Q7VWY7	A0A0M1IJ15
Q7VWY7	B9B990
Q7VWY7	A2WCP8
Q7VWY7	A0A0H3HER4
Q7VWY7	A0A0E1SCA0
Q7VWY7	B6J1B2
A0A087WR59	A0A087WR59
A0A087WR59	A0A0G2JNJ8
A0A087WR59	G3RXG2
A0A0D9QYR1	A0A0D9QYR1
A0A0D9QYR1	A0A096MVZ4
A4Z4U0	A4Z4U0
W7CV54	W7CV54
W7CV54	A0A0A5GG59
W7CV54	A0A0J8GAD7
M1RUI2	M1RUI2
M1RUI2	A8USV1
B7R095	B7R095
B7R095	W8PI57
B7R095	W0I0K3
B7R095	Q2VPR8
B7R095	Q9UZC0
Q9JKA9	Q9JKA9
Q9JKA9	H2VAK6
Q9JKA9	I3JVB5
Q9JKA9	C9K0Z8
Q9JKA9	F6TTS6
A0A0E7S0U8	A0A0E7S0U8
Q2GFZ4	Q2GFZ4
P30754	P30754
P10266	P10266
P10266	P63133
P10266	Q9WJR5
A0A0P1M9P2	A0A0P1M9P2
O51740	O51740
O51740	A0A0E1U7X6
A0A0N4ZVL7	A0A0N4ZVL7
A0A0R1R0T4	A0A0R1R0T4
Q0AZF3	Q0AZF3
Q7KW14	Q7KW14
Q7KW14	M9PIP8
Q7KW14	A0A084WKZ1
B3LVA3	B3LVA3
A9ZNW7	A9ZNW7
A9ZNW7	Q3ZN07
A9ZNW7	U3RHA4
A9ZNW7	H2BIT6
A9ZNW7	A0A0D3RPK2
A9ZNW7	T2D386
A9ZNW7	Q4JM50
A9ZNW7	E0A3A9
A9ZNW7	E2JB49
A9ZNW7	E9LXE5
A9ZNW7	A0A076JTZ7
F4AND3	F4AND3
M0VYA0	M0VYA0
M0VYA0	Q42848
M0VYA0	A0A0E0RCW7
M0VYA0	A0A0D3HHG0
M0VYA0	I1R2L8
M0VYA0	M4DKT1
M0VYA0	D7LBP0
M0VYA0	Q9S7I3
K7N2K8	K7N2K8
K7N2K8	G7J1P0
K7N2K8	K7N2W0
K7N2K8	A0A0S3SKR9
K7N2K8	A0A0B2QU40
K7N2K8	D7SQ23
K7N2K8	B9GWJ6
K7N2K8	M4DAF7
B2W0L6	B2W0L6
A0A0B2R427	A0A0B2R427
A0A0B2R427	L8MT92
A0A0B2R427	L8AR71
A0A0H2X2Z8	A0A0H2X2Z8
A0A0H2X2Z8	A0A0E2IWU4
A0A0H2X2Z8	Q5L788
F8TBY7	F8TBY7
F8TBY7	G9CUA2
F8TBY7	Q86799
F8TBY7	Q9IBX2
Q28DE6	Q28DE6
H2SQH0	H2SQH0
H2SQH0	A0A093FCS2
Q7PA55	Q7PA55
Q7PA55	A0A0F3RE03
F1MS81	F1MS81
F1MS81	H2PKM7
K8W7Y5	K8W7Y5
Q8AYH0	Q8AYH0
Q8AYH0	G1NJ86
Q8AYH0	P06212
R1ENF4	R1ENF4
B3P0Q4	B3P0Q4
Q3J2K9	Q3J2K9
P86424	P86424
P86424	P01415
Q9A6T1	Q9A6T1
A0A151I5W7	A0A151I5W7
A0A151I5W7	G5CA64
A0A151I5W7	D2HNQ9
D4KEQ1	D4KEQ1
A0A045IVL9	A0A045IVL9
A0A045IVL9	A0A0M4NVB0
K8DXP5	K8DXP5
A0A0S3RCL5	A0A0S3RCL5
A0A0S3RCL5	C6TJQ4
A0A0S3RCL5	A0A151TVJ4
D3HMM7	D3HMM7
D3HMM7	U2M7E3
D3HMM7	A0A0A1AWB3
D3HMM7	C6C8Z4
D3HMM7	N9Q6T1
D3HMM7	F6CUJ7
B4P0D9	B4P0D9
B4P0D9	Q9VMD6
B4P0D9	A0A0L0BRR7
B4P0D9	A0A0M4E8U1
F4I0R0	F4I0R0
F4I0R0	M4CVI2
F4I0R0	M4DDG5
A0A0S4U986	A0A0S4U986
A0A0S4U986	I8UAG7
A0A0S4U986	A2SD39
A0A0S4U986	A0A0P0MAW9
P0C9B9	P0C9B9
A0A059Y834	A0A059Y834
A0A059Y834	C4XE38
V9S9J7	V9S9J7
Q96PZ7	Q96PZ7
Q96PZ7	H9FLS6
A0A0M9AFL6	A0A0M9AFL6
A0A0M9AFL6	A0A0X8D691
A0A101IHE7	A0A101IHE7
B4U6V1	B4U6V1
A0A076EQE3	A0A076EQE3
A0A076EQE3	R0FZ03
A0A076EQE3	A0A0U3LYK7
A0A076EQE3	A0A137XH98
A0A076EQE3	A0A0P0YXH2
A0A076EQE3	A0A0P0Z2G1
A0A076EQE3	A0A0T9LW29
A0A076EQE3	A0A154T7C4
A0A076EQE3	A0A0T9J587
A0A081D4N0	A0A081D4N0
A0A081D4N0	U6E0H7
Q6NTM6	Q6NTM6
L7I1T6	L7I1T6
L7I1T6	L7J6P6
L7I1T6	A0A0H2U001
A0A132BJ58	A0A132BJ58
M0S4E3	M0S4E3
M0S4E3	K4D9N8
M0S4E3	W1P4U8
M0S4E3	V7C904
M0S4E3	A0A0A0KQ61
M0S4E3	A0A061E7B9
M0S4E3	A0A078HZU5
A0A0A3DLW3	A0A0A3DLW3
B7R2C7	B7R2C7
B7R2C7	I3RDE6
B7R2C7	Q8U3Q8
B7R2C7	A0A151BHR3
B7R2C7	A0A097QS03
B7R2C7	F0LK74
B7R2C7	H3ZL41
A5DEQ9	A5DEQ9
A5DEQ9	G8Y224
A5DEQ9	C4YD18
A0A0M3K1E1	A0A0M3K1E1
A0A0M3K1E1	F1KW48
A0A0M3K1E1	E3M509
A0A0C5DZK7	A0A0C5DZK7
A0A0C5DZK7	A0A0H4SLX0
A0A0C5DZK7	A0A141SDE0
P9WQ53	P9WQ53
P9WQ53	A0A0U0QI49
A0A0Q5J3N4	A0A0Q5J3N4
E4VP43	E4VP43
A0A140AK73	A0A140AK73
A0A140AK73	C1JFR0
A0A078FV64	A0A078FV64
H0XXE9	H0XXE9
S0ATK9	S0ATK9
S0ATK9	T0MWI6
K2PDI1	K2PDI1
P57786	P57786
P57786	K9RY96
P57786	Q6UIN6
P57786	E0V8C4
P57786	B1AQW2
P57786	P29172
P57786	X1WE77
P57786	H3B3D5
G3MZM4	G3MZM4
A0A0D3EHY9	A0A0D3EHY9
A0A0R4II14	A0A0R4II14
Q8K944	Q8K944
A0A024WM25	A0A024WM25
A0A024WM25	A0A024X4I9
H6QIR1	H6QIR1
H6QIR1	H8K5R3
Q99D07	Q99D07
Q99D07	Q01007
F6BE44	F6BE44
F6BE44	Q6M083
H2AY56	H2AY56
X5H2Y6	X5H2Y6
X5H2Y6	A0A0F3NNN9
A8XNX8	A8XNX8
A8XNX8	P54245
Q6NSS3	Q6NSS3
Q6NSS3	W5Q7H3
Q6NSS3	K9ITC0
Q6NSS3	G5C445
Q6NSS3	D2I0J3
A0A0P6JBV3	A0A0P6JBV3
A0A0P6JBV3	F6WZI7
Q5JHT1	Q5JHT1
Q5JHT1	A0A0S1XBG1
Q5JHT1	A0A151EQU3
B0BAX7	B0BAX7
B0BAX7	Q9PL51
B0BAX7	A0A0F7YXV2
B0BAX7	A0A0F7WYT5
B0BAX7	U4T6A5
B0BAX7	Q823Y5
B0BAX7	F8L091
B0BAX7	A0A0C1JM58
A0A0Q7W4B6	A0A0Q7W4B6
A0A0Q7W4B6	A0A084U6W1
Q80YD8	Q80YD8
Q80YD8	I3NB26
Q80YD8	F1Q2Y6
Q80YD8	Q80Z40
Q80YD8	E1B7M0
Q80YD8	I3NA67
Q80YD8	Q9Y6M0
Q80YD8	D4ABF2
Q80YD8	F6WUE1
Q80YD8	F7FT52
Q80YD8	G1TG65
Q58239	Q58239
Q58239	F8AML5
Q58239	A9AAH5
Q58239	A0A101DRL3
A0A0E0PPG4	A0A0E0PPG4
A0A0E0PPG4	A0A0P0WP07
A0A0E0PPG4	A0A0E0A162
A0A0E0PPG4	A0A0D9WI75
W9R4X3	W9R4X3
W9R4X3	W9SZJ0
W9R4X3	A0A0B2NWW6
W9R4X3	A0A0S3SMB8
W9R4X3	K7N3C7
W9R4X3	A0A059CE94
B4UH37	B4UH37
A0A0K8U4F4	A0A0K8U4F4
P32768	P32768
P32768	B3IUA8
B3ZYC8	B3ZYC8
A0A072U9Q4	A0A072U9Q4
H2MPC0	H2MPC0
H2MPC0	Q9UJC5
H2MPC0	F7DLV5
H2MPC0	Q28FJ0
H2MPC0	H3BVJ6
H2MPC0	M3Z320
H2MPC0	K7E2N2
W5PG33	W5PG33
W5PG33	F7FK82
M1R2A7	M1R2A7
M1R2A7	A0A0F2NBB1
A0A0U5BYQ8	A0A0U5BYQ8
A0A0D7K7T6	A0A0D7K7T6
A0A0D7K7T6	G2DJP5
Q0ID30	Q0ID30
Q0ID30	A9BCM2
Q0ID30	G4FPR7
W9R895	W9R895
W9R895	R0GJN7
A0A016UN23	A0A016UN23
A0A016UN23	A0A0F5C0Y3
A0A016UN23	Q9NEU2
A0A0U0QPD4	A0A0U0QPD4
A0A0U0QPD4	G0TGR7
A0A0U0QPD4	I6YB21
A0A0A4AR72	A0A0A4AR72
A0A0J9YB66	A0A0J9YB66
F0ZFN6	F0ZFN6
Q29G73	Q29G73
Q29G73	B4R6Q0
F7H0Y9	F7H0Y9
F7H0Y9	G7NXN1
F7H0Y9	G1QY00
A0A0C5WE26	A0A0C5WE26
A0A016UPY4	A0A016UPY4
A0A0R1ERJ4	A0A0R1ERJ4
A3LPG0	A3LPG0
A3LPG0	G3BCM8
A3LPG0	A5DNM7
A4G079	A4G079
G3H294	G3H294
G3H294	R0JCP6
G3H294	G3UD02
G3H294	H9FA46
G8ZNQ4	G8ZNQ4
A0A117LTD5	A0A117LTD5
Q0Q9Q3	Q0Q9Q3
H1ZZI7	H1ZZI7
G1R6M1	G1R6M1
G1R6M1	H9FGK6
G1R6M1	M3W3U9
G1R6M1	Q9P2F6
G1R6M1	L5KK75
A0A068R1V6	A0A068R1V6
A0A068R1V6	C4TYR7
Q064T0	Q064T0
B2NEW7	B2NEW7
A0A0C5B231	A0A0C5B231
A0A0C5B231	E0WMG8
F4HJV7	F4HJV7
Q29AD0	Q29AD0
Q29AD0	B4QXE7
A0A078DHZ7	A0A078DHZ7
A0A078DHZ7	V4JPP5
A0A078DHZ7	I3SNK8
A0A066PRD2	A0A066PRD2
A0A059BVJ7	A0A059BVJ7
A0A059BVJ7	A0A061F8P8
A0A059BVJ7	P13447
A0A059BVJ7	H6VNP1
P04438	P04438
Q65178	Q65178
Q65178	A9JLY4
M3ZLD0	M3ZLD0
M3ZLD0	W5LUH5
M3ZLD0	H3D7I6
M3ZLD0	S4S1I0
D7L5F1	D7L5F1
R0H5I4	R0H5I4
R0H5I4	O80891
R0H5I4	W8Q3D1
A0A072UNC6	A0A072UNC6
A0A072UNC6	A0A0L9TBP3
A0A072UNC6	B9W4U2
A0A072UNC6	B9W4U0
A0A072UNC6	B9W4U1
A0A072UNC6	Q0WX03
A0A072UNC6	Q6A172
A0A072UNC6	B9W4T4
A0A072UNC6	B9W4T5
A0A072UNC6	C6TDV4
A0A072UNC6	A0A0U2GY55
A0A072UNC6	A0A072V9N0
A0A072UNC6	Q0WX05
A0A125RCW1	A0A125RCW1
A0A125RCW1	F0TCU5
A0A125RCW1	E3GXQ9
O64173	O64173
O64173	A0A136G4D3
C7NU59	C7NU59
B8E3M2	B8E3M2
A0A0A7KR68	A0A0A7KR68
A0A0A7KR68	W0UW42
N0BKF4	N0BKF4
Q7XZF7	Q7XZF7
Q7XZF7	J3LU26
A0A059CR75	A0A059CR75
A0A059CR75	M5W670
A0A059CR75	A0A151U109
A0A059CR75	A0A0S3RLE9
A0A059CR75	V4N9T9
A0A059CR75	R0GER1
A0A059CR75	G8Z258
A0A059CR75	M1CE10
A0A0D9RUK3	A0A0D9RUK3
A0A0D9RUK3	G9K8N7
A0A0D9RUK3	G1TBK8
A0A0D9RUK3	H9FJI5
A0A0R3RTB7	A0A0R3RTB7
W6LDM8	W6LDM8
W6LDM8	A0A0S4JP81
M1AVN7	M1AVN7
Q3B399	Q3B399
Q7VV72	Q7VV72
Q7VV72	A0A0E0UG71
Q7VV72	Q8P4S7
Q7VV72	A0A0B2CGH5
Q7VV72	A0A0N7GZX5
Q7VV72	A0A0H3RX63
Q7VV72	A0A0C2RER7
Q7VV72	A0A0Q8HW61
Q7VV72	A0A0P1DJ28
Q7VV72	A0A0U5BXR3
Q7VV72	A0A0F7Y198
Q7VV72	A0A0Q6RHB0
Q7VV72	Q88RL5
Q7VV72	A0A0X8BLF4
Q7VV72	U2SF79
R9GZD4	R9GZD4
A0A087MB41	A0A087MB41
A0A087MB41	A0A0B0Q6S8
A0A089X7S3	A0A089X7S3
A0A089X7S3	H2EV80
A0A089X7S3	A0A023HC94
A0A0E3JWV7	A0A0E3JWV7
A0A0E3JWV7	D0KQT7
E7TGZ4	E7TGZ4
E7TGZ4	G1EUS0
W1R7P6	W1R7P6
A0A0L0P9K0	A0A0L0P9K0
K7HW04	K7HW04
D7KJD5	D7KJD5
D7KJD5	A0A078EPA2
C5WD60	C5WD60
C5WD60	A0A143WTU4
C5WD60	K7A7J6
C5WD60	A0A090AQ94
C5WD60	U3U8F3
C5WD60	Q7VR69
C5WD60	L8D909
C5WD60	A8FV58
B8Q694	B8Q694
Q7LZS8	Q7LZS8
Q7LZS8	P81547
Q7LZS8	P0DMJ4
Q7LZS8	P0DMJ3
Q7LZS8	P00986
Q7LZS8	D8U4R1
Q13064	Q13064
Q13064	A0A093PAI2
Q80891	Q80891
Q80891	Q1HVF6
Q80891	G3CKR4
A0A0L9VDA5	A0A0L9VDA5
A0A0L9VDA5	M4DP90
A0A0L9VDA5	D7SJQ3
A0A0L9VDA5	A0A0B2P3E7
A0A0L9VDA5	B7FLI9
A0A0L9VDA5	F2DH78
A0A0L9VDA5	A0A0D2Q4P0
A0A0L9VDA5	M0V7I3
A0A0L9VDA5	A0A022S0Z1
A0A0L9VDA5	D7LBK9
A5UIR7	A5UIR7
A5UIR7	A0A0H3PDS9
A5UIR7	A0A0Y0AP95
E1XB13	E1XB13
E1XB13	W0Q4Q1
A0A0N4V4Q2	A0A0N4V4Q2
A0A0N4V4Q2	A0A016SZA8
A0A0N4V4Q2	J9ETZ2
A0A0N4V4Q2	A0A016SZ27
A0A0N4V4Q2	A0A0B1SGD5
A0A093GI89	A0A093GI89
A0A093GI89	W5NHU2
A0A093GI89	A0A146WZ18
A0A093GI89	A0A060X8D4
F0ZGY4	F0ZGY4
L5JT24	L5JT24
L5JT24	G1LVI2
L5JT24	L8IL99
A0A098LWB2	A0A098LWB2
A0A098LWB2	C3VVN5
A0A098LWB2	P0CE33
Q9JI76	Q9JI76
D2RG62	D2RG62
A9KER6	A9KER6
Q9TXA7	Q9TXA7
G3IEK9	G3IEK9
A0A0E3Y8T6	A0A0E3Y8T6
A0A0E3Y8T6	F7XX72
Q86554	Q86554
Q86554	O36614
Q86554	P23423
Q86554	Q86964
J3JRX6	J3JRX6
J3JRX6	Q8IS71
A0A034VNI7	A0A034VNI7
A0A034VNI7	P40798
A0A034VNI7	M9PDG3
A0A117M7G9	A0A117M7G9
A0A117M7G9	F7YY14
A0A117M7G9	A0A101EJL4
R5PT16	R5PT16
A0A060D175	A0A060D175
A0A060D175	A0A0D3FXG4
A0A060D175	A0A0D9W6P1
A0A0E2PFP9	A0A0E2PFP9
A0A0E2PFP9	F8WSV1
C7E3U6	C7E3U6
C7E3U6	K4CMI0
C7E3U6	M1BMR5
C7E3U6	M1BMR6
C7E3U6	Q41427
C7E3U6	C5MRF7
B4P2M0	B4P2M0
B4P2M0	B4IEF6
A0A154D7W8	A0A154D7W8
G6FDM3	G6FDM3
G6FDM3	A0A0B8QLP0
G6FDM3	Q031M9
G6FDM3	S6EQL5
A0A0H3C3N7	A0A0H3C3N7
A0A0H3C3N7	A0A142JBV9
A0A0H3C3N7	C0APG7
Q6BVB2	Q6BVB2
Q6BVB2	B9WIT9
Q6BVB2	A0A0A4A0P7
Q6BVB2	A0A0A6LEG3
Q6BVB2	A0A0A3BR69
Q6BVB2	A0A0A3DTV0
Q6BVB2	C4YSS1
Q6BVB2	A0A0A3DE19
A0A0R1UK74	A0A0R1UK74
A0A0R1UK74	R4RXT3
W5N3L7	W5N3L7
W5N3L7	H2SUL0
W5N3L7	K9IP02
